Date, Open, High, Low, Close
9/20/2016,18175.36,18227.21,18128.8,18129.96
9/19/2016,18154.82,18254.88,18093.05,18120.17
9/16/2016,18217.21,18217.21,18070.21,18123.8
9/15/2016,18024.91,18250.11,18015.49,18212.48
9/14/2016,18073.39,18163.48,17992.21,18034.77
9/13/2016,18262.99,18262.99,18028.06,18066.75
9/12/2016,18028.95,18358.69,17994.84,18325.07
9/9/2016,18404.17,18404.17,18085.45,18085.45
9/8/2016,18486.69,18506.24,18446.69,18479.91
9/7/2016,18527.71,18536.89,18474.77,18526.14
9/6/2016,18493.4,18551.54,18450.32,18538.12
9/2/2016,18466.01,18544.76,18439.1,18491.96
9/1/2016,18396.57,18430.05,18295.48,18419.3
8/31/2016,18436.7,18439.68,18333.56,18400.88
8/30/2016,18491.28,18514.29,18408.52,18454.3
8/29/2016,18421.29,18523.09,18419.92,18502.99
8/26/2016,18467.92,18572.09,18335.34,18395.4
8/25/2016,18471.21,18497.68,18431.46,18448.41
8/24/2016,18537.5,18539.15,18448.27,18481.48
8/23/2016,18568.94,18631.6,18545.52,18547.3
8/22/2016,18535.86,18570.92,18466.86,18529.42
8/19/2016,18585.17,18585.17,18491.24,18552.57
8/18/2016,18566.54,18600.82,18533.29,18597.7
8/17/2016,18537.09,18582.35,18468.68,18573.94
8/16/2016,18614.48,18614.86,18550.65,18552.02
8/15/2016,18588.59,18668.44,18588.59,18636.05
8/12/2016,18595.65,18606.06,18535.86,18576.47
8/11/2016,18519.08,18638.34,18519.08,18613.52
8/10/2016,18541.48,18561.75,18468.78,18495.66
8/9/2016,18538.05,18585.32,18507.75,18533.05
8/8/2016,18540.65,18569.31,18502.03,18529.29
8/5/2016,18402.8,18543.53,18402.8,18543.53
8/4/2016,18351.43,18397.87,18325.17,18352.05
8/3/2016,18313.08,18355,18283.23,18355
8/2/2016,18401.15,18403.65,18247.79,18313.77
8/1/2016,18434.5,18467.03,18355.75,18404.51
7/29/2016,18442.52,18466.55,18371.12,18432.24
7/28/2016,18461.01,18483.26,18368.82,18456.35
7/27/2016,18473.27,18542.39,18430.94,18472.17
7/26/2016,18497.37,18522.47,18387.22,18473.75
7/25/2016,18554.49,18555.69,18452.62,18493.06
7/22/2016,18524.15,18571.3,18491.59,18570.85
7/21/2016,18589.96,18590.44,18469.67,18517.23
7/20/2016,18582.7,18622.01,18555.65,18595.03
7/19/2016,18503.12,18562.53,18495.11,18559.01
7/18/2016,18521.55,18556.13,18489.84,18533.05
7/15/2016,18508.88,18557.43,18471.62,18516.55
7/14/2016,18414.3,18537.57,18414.3,18506.41
7/13/2016,18356.78,18390.16,18315.76,18372.12
7/12/2016,18259.12,18371.95,18259.12,18347.67
7/11/2016,18161.53,18283.9,18161.53,18226.93
7/8/2016,17971.22,18166.77,17971.22,18146.74
7/7/2016,17924.24,17984.95,17816.65,17895.88
7/6/2016,17807.47,17926.91,17713.45,17918.62
7/5/2016,17904.45,17904.45,17785.28,17840.62
7/1/2016,17924.24,18002.38,17916.91,17949.37
6/30/2016,17712.76,17930.61,17711.8,17929.99
6/29/2016,17456.02,17704.51,17456.02,17694.68
6/28/2016,17190.51,17409.72,17190.51,17409.72
6/27/2016,17355.21,17355.21,17063.08,17140.24
6/24/2016,17946.63,17946.63,17356.34,17400.75
6/23/2016,17844.11,18011.07,17844.11,18011.07
6/22/2016,17832.67,17920.16,17770.36,17780.83
6/21/2016,17827.33,17877.84,17799.8,17829.73
6/20/2016,17736.87,17946.36,17736.87,17804.87
6/17/2016,17733.44,17733.44,17602.78,17675.16
6/16/2016,17602.23,17754.91,17471.29,17733.1
6/15/2016,17703.65,17762.96,17629.01,17640.17
6/14/2016,17710.77,17733.92,17595.79,17674.82
6/13/2016,17830.5,17893.28,17731.35,17732.48
6/10/2016,17938.82,17938.82,17812.34,17865.34
6/9/2016,17969.98,18005.22,17915.88,17985.19
6/8/2016,17931.91,18016,17931.91,18005.05
6/7/2016,17936.22,18003.23,17936.22,17938.28
6/6/2016,17825.69,17949.68,17822.81,17920.33
6/3/2016,17799.8,17833.17,17689.68,17807.06
6/2/2016,17789.05,17838.56,17703.55,17838.56
6/1/2016,17754.55,17809.18,17664.79,17789.67
5/31/2016,17891.5,17899.24,17724.03,17787.2
5/27/2016,17826.85,17873.22,17824.73,17873.22
5/26/2016,17859.52,17888.66,17803.82,17828.29
5/25/2016,17735.09,17891.71,17735.09,17851.51
5/24/2016,17525.19,17742.59,17525.19,17706.05
5/23/2016,17507.04,17550.7,17480.05,17492.93
5/20/2016,17437.32,17571.75,17437.32,17500.94
5/19/2016,17514.16,17514.16,17331.07,17435.4
5/18/2016,17501.28,17636.22,17418.21,17526.62
5/17/2016,17701.46,17701.46,17469.92,17529.98
5/16/2016,17531.76,17755.8,17531.76,17710.71
5/13/2016,17711.12,17734.74,17512.48,17535.32
5/12/2016,17722.01,17798.19,17625.38,17720.5
5/11/2016,17919.03,17919.03,17711.05,17711.12
5/10/2016,17726.66,17934.61,17726.66,17928.35
5/9/2016,17743.85,17783.16,17668.38,17705.91
5/6/2016,17650.3,17744.54,17580.38,17740.63
5/5/2016,17664.48,17736.11,17615.82,17660.71
5/4/2016,17735.02,17738.06,17609.01,17651.26
5/3/2016,17870.75,17870.75,17670.88,17750.91
5/2/2016,17783.78,17912.35,17773.71,17891.16
4/29/2016,17813.09,17814.83,17651.98,17773.64
4/28/2016,18023.88,18035.73,17796.55,17830.76
4/27/2016,17996.14,18084.66,17920.26,18041.55
4/26/2016,17987.38,18043.77,17934.17,17990.32
4/25/2016,17990.94,17990.94,17855.55,17977.24
4/22/2016,17985.05,18026.85,17909.89,18003.75
4/21/2016,18092.84,18107.29,17963.89,17982.52
4/20/2016,18059.49,18167.63,18031.21,18096.27
4/19/2016,18012.1,18103.46,17984.43,18053.6
4/18/2016,17890.2,18009.53,17848.22,18004.16
4/15/2016,17925.95,17937.65,17867.41,17897.46
4/14/2016,17912.25,17962.14,17885.44,17926.43
4/13/2016,17741.66,17918.35,17741.66,17908.28
4/12/2016,17571.34,17744.43,17553.57,17721.25
4/11/2016,17586.48,17731.63,17555.9,17556.41
4/8/2016,17555.39,17694.51,17528.16,17576.96
4/7/2016,17687.28,17687.28,17484.23,17541.96
4/6/2016,17605.45,17723.55,17542.54,17716.05
4/5/2016,17718.03,17718.03,17579.56,17603.32
4/4/2016,17799.39,17806.38,17710.67,17737
4/1/2016,17661.74,17811.48,17568.02,17792.75
3/31/2016,17716.05,17755.7,17669.72,17685.09
3/30/2016,17652.36,17790.11,17652.36,17716.66
3/29/2016,17512.58,17642.81,17434.27,17633.11
3/28/2016,17526.08,17583.81,17493.03,17535.39
3/24/2016,17485.33,17517.14,17399.01,17515.73
3/23/2016,17588.81,17588.81,17486.27,17502.59
3/22/2016,17602.71,17648.94,17540.42,17582.57
3/21/2016,17589.7,17644.97,17551.28,17623.87
3/18/2016,17481.49,17620.58,17481.49,17602.3
3/17/2016,17321.38,17529.01,17297.65,17481.49
3/16/2016,17249.34,17379.18,17204.07,17325.76
3/15/2016,17217.15,17251.7,17120.35,17251.53
3/14/2016,17207.49,17275.07,17161.16,17229.13
3/11/2016,17014.99,17220.09,17014.99,17213.31
3/10/2016,17006.05,17130.11,16821.86,16995.13
3/9/2016,16969.17,17048.5,16947.94,17000.36
3/8/2016,17050.67,17072.79,16921.51,16964.1
3/7/2016,16991.29,17099.25,16940.48,17073.95
3/4/2016,16945,17062.38,16898.84,17006.77
3/3/2016,16896.17,16944.31,16820.73,16943.9
3/2/2016,16851.17,16900.17,16766.32,16899.32
3/1/2016,16545.67,16865.56,16545.67,16865.08
2/29/2016,16634.15,16726.12,16510.4,16516.5
2/26/2016,16712.7,16795.98,16623.91,16639.97
2/25/2016,16504.38,16697.98,16458.42,16697.29
2/24/2016,16418.84,16507.39,16165.86,16484.99
2/23/2016,16610.39,16610.39,16403.53,16431.78
2/22/2016,16417.13,16664.24,16417.13,16620.66
2/19/2016,16410.96,16410.96,16278,16391.99
2/18/2016,16483.76,16511.84,16390.43,16413.43
2/17/2016,16217.98,16486.12,16217.98,16453.83
2/16/2016,16012.39,16196.41,16012.39,16196.41
2/12/2016,15691.62,15974.04,15691.62,15973.84
2/11/2016,15897.82,15897.82,15503.01,15660.18
2/10/2016,16035.61,16201.89,15899.91,15914.74
2/9/2016,16005.41,16136.62,15881.11,16014.38
2/8/2016,16147.51,16147.51,15803.55,16027.05
2/5/2016,16417.95,16423.63,16129.81,16204.97
2/4/2016,16329.67,16485.84,16266.16,16416.58
2/3/2016,16186.2,16381.69,15960.45,16336.66
2/2/2016,16420.21,16420.21,16108.44,16153.54
2/1/2016,16453.63,16510.98,16299.47,16449.18
1/29/2016,16090.26,16466.3,16090.26,16466.3
1/28/2016,15960.28,16102.14,15863.72,16069.64
1/27/2016,16168.74,16235.03,15878.3,15944.46
1/26/2016,15893.16,16185.79,15893.16,16167.23
1/25/2016,16086.46,16086.46,15880.15,15885.22
1/22/2016,15921.1,16136.79,15921.1,16093.51
1/21/2016,15768.87,16038.59,15704.66,15882.68
1/20/2016,15989.45,15989.45,15450.56,15766.74
1/19/2016,16009.45,16171.96,15900.25,16016.02
1/15/2016,16354.33,16354.33,15842.11,15988.08
1/14/2016,16159.01,16482.05,16075.12,16379.05
1/13/2016,16526.63,16593.51,16123.2,16151.41
1/12/2016,16419.11,16591.35,16322.07,16516.22
1/11/2016,16358.71,16461.85,16232.03,16398.57
1/8/2016,16519.17,16651.89,16314.57,16346.45
1/7/2016,16888.36,16888.36,16463.63,16514.1
1/6/2016,17154.83,17154.83,16817.62,16906.51
1/5/2016,17147.5,17195.84,17038.61,17158.66
1/4/2016,17405.48,17405.48,16957.63,17148.94
12/31/2015,17590.66,17590.66,17421.16,17425.03
12/30/2015,17711.94,17714.13,17588.87,17603.87
12/29/2015,17547.37,17750.02,17547.37,17720.98
12/28/2015,17535.66,17536.9,17437.34,17528.27
12/24/2015,17593.26,17606.34,17543.95,17552.17
12/23/2015,17427.63,17607.92,17427.63,17602.61
12/22/2015,17253.55,17451.11,17242.86,17417.27
12/21/2015,17154.94,17272.36,17116.73,17251.62
12/18/2015,17495.04,17496.58,17124.31,17128.55
12/17/2015,17756.54,17796.76,17493.5,17495.84
12/16/2015,17530.85,17784.36,17483.68,17749.09
12/15/2015,17374.78,17627.63,17341.18,17524.91
12/14/2015,17277.11,17378.02,17138.47,17368.5
12/11/2015,17574.75,17574.75,17230.5,17265.21
12/10/2015,17493.17,17697.74,17474.66,17574.75
12/9/2015,17558.18,17767.69,17403.51,17492.3
12/8/2015,17703.99,17703.99,17485.39,17568
12/7/2015,17845.49,17845.49,17639.25,17730.51
12/4/2015,17482.68,17866.47,17482.68,17847.63
12/3/2015,17741.57,17780.59,17425.56,17477.67
12/2/2015,17883.14,17901.58,17708.2,17729.68
12/1/2015,17719.72,17895.5,17719.72,17888.35
11/30/2015,17802.84,17837.24,17719.79,17719.92
11/27/2015,17806.04,17830.36,17749.32,17798.49
11/25/2015,17820.81,17854.92,17801.83,17813.39
11/24/2015,17770.9,17862.6,17683.51,17812.19
11/23/2015,17823.61,17868.18,17751.53,17792.68
11/20/2015,17732.75,17914.34,17732.75,17823.81
11/19/2015,17739.83,17772.97,17681.98,17732.75
11/18/2015,17485.49,17752.16,17485.49,17737.16
11/17/2015,17486.99,17599.33,17451.41,17489.5
11/16/2015,17229.94,17483.01,17210.43,17483.01
11/13/2015,17439.25,17439.25,17238.89,17245.24
11/12/2015,17691.93,17691.93,17443.5,17448.07
11/11/2015,17769.5,17807.18,17696.91,17702.22
11/10/2015,17724.13,17768.66,17657.72,17758.21
11/9/2015,17900.78,17900.78,17667.78,17730.48
11/6/2015,17855.22,17912.04,17768.6,17910.33
11/5/2015,17871.25,17929.51,17779.19,17863.43
11/4/2015,17929.58,17964.12,17828.83,17867.58
11/3/2015,17819.74,17977.85,17796.02,17918.15
11/2/2015,17672.62,17845.9,17655.02,17828.76
10/30/2015,17756.6,17799.96,17662.87,17663.54
10/29/2015,17771.5,17786,17684.72,17755.8
10/28/2015,17586.69,17779.95,17556.71,17779.52
10/27/2015,17608.89,17635.18,17540.57,17581.43
10/26/2015,17649.57,17660.7,17602.51,17623.05
10/23/2015,17525.11,17679.37,17525.11,17646.7
10/22/2015,17180.88,17505.18,17180.88,17489.16
10/21/2015,17225.93,17314.99,17153.13,17168.61
10/20/2015,17228.47,17264.88,17147.99,17217.11
10/19/2015,17209.43,17235.95,17129.19,17230.54
10/16/2015,17141.75,17220.02,17107.35,17215.97
10/15/2015,16944.86,17144.42,16933.57,17141.75
10/14/2015,17079.08,17111.38,16887.67,16924.75
10/13/2015,17113.55,17172.81,17034.45,17081.89
10/12/2015,17082.29,17139.21,17064.58,17131.86
10/9/2015,17054.69,17110.88,17027.23,17084.49
10/8/2015,16904.17,17081.28,16859.34,17050.75
10/7/2015,16805.42,16963.3,16765,16912.29
10/6/2015,16774.02,16865.09,16746.03,16790.19
10/5/2015,16502.1,16798.37,16502.1,16776.43
10/2/2015,16258.25,16472.77,16013.66,16472.37
10/1/2015,16278.62,16348.87,16073.82,16272.01
9/30/2015,16057.08,16297.6,16057.08,16284.7
9/29/2015,16001.76,16118.89,15942.37,16049.13
9/28/2015,16313.26,16313.26,15981.85,16001.89
9/25/2015,16205.07,16465.23,16205.07,16314.67
9/24/2015,16257.11,16257.11,16016.36,16201.32
9/23/2015,16332.81,16355.29,16211.98,16279.89
9/22/2015,16477.45,16477.45,16221.73,16330.47
9/21/2015,16406.1,16578.6,16391.88,16510.19
9/18/2015,16674.74,16674.74,16343.76,16384.58
9/17/2015,16738.08,16933.43,16639.93,16674.74
9/16/2015,16599.51,16755.98,16593.9,16739.95
9/15/2015,16382.58,16644.11,16382.58,16599.85
9/14/2015,16450.86,16450.86,16330.87,16370.96
9/11/2015,16330.4,16434.76,16244.65,16433.09
9/10/2015,16252.57,16441.94,16212.08,16330.4
9/9/2015,16505.04,16664.65,16220.1,16253.57
9/8/2015,16109.93,16503.41,16109.93,16492.68
9/4/2015,16371.76,16371.76,16026.61,16102.38
9/3/2015,16364.34,16550.07,16317.31,16374.76
9/2/2015,16058.35,16352.58,16058.35,16351.38
9/1/2015,16528.03,16528.03,15979.95,16058.35
8/31/2015,16632.02,16632.02,16444.05,16528.03
8/28/2015,16649.42,16669.97,16535.18,16643.01
8/27/2015,16285.51,16666.69,16285.51,16654.77
8/26/2015,15676.26,16303.75,15676.26,16285.51
8/25/2015,15882.27,16312.94,15651.24,15666.44
8/24/2015,16459.75,16459.75,15370.33,15871.35
8/21/2015,16990.69,16990.69,16459.55,16459.75
8/20/2015,17345.32,17345.32,16990.69,16990.69
8/19/2015,17508.74,17517.19,17282.42,17348.73
8/18/2015,17537.3,17568.4,17486.42,17511.34
8/17/2015,17472.66,17551.4,17341.72,17545.18
8/14/2015,17410.12,17492.9,17394.06,17477.4
8/13/2015,17401.64,17481.78,17341.34,17408.25
8/12/2015,17382.93,17423.9,17125.81,17402.51
8/11/2015,17593.59,17593.59,17352.63,17402.84
8/10/2015,17375.18,17629.13,17375.18,17615.17
8/7/2015,17414.94,17414.94,17279.08,17373.38
8/6/2015,17542.61,17572.04,17362.86,17419.75
8/5/2015,17555.24,17661.37,17492.9,17540.47
8/4/2015,17596.93,17635.78,17505.5,17550.69
8/3/2015,17696.74,17704.76,17496.61,17598.2
7/31/2015,17755.87,17783.59,17671.59,17689.86
7/30/2015,17743.24,17761.25,17640.85,17745.98
7/29/2015,17631.4,17776.78,17629.2,17751.39
7/28/2015,17449.81,17650.07,17449.81,17630.27
7/27/2015,17561.78,17561.78,17399.17,17440.59
7/24/2015,17731.05,17756.54,17553.73,17568.53
7/23/2015,17853.78,17860.95,17705.03,17731.92
7/22/2015,17918.35,17919.35,17807.41,17851.04
7/21/2015,18096.67,18096.67,17868.34,17919.29
7/20/2015,18085.91,18137.12,18064.5,18100.41
7/17/2015,18117.58,18121.12,18032.06,18086.45
7/16/2015,18078.16,18131.61,18065.33,18120.25
7/15/2015,18053.38,18090.39,18010.15,18050.17
7/14/2015,17974.61,18072.82,17956.17,18053.58
7/13/2015,17787.27,17987.57,17787.27,17977.68
7/10/2015,17561.12,17797.49,17561.12,17760.41
7/9/2015,17530.38,17764.85,17530.38,17548.62
7/8/2015,17759.01,17759.01,17496.22,17515.42
7/7/2015,17684.92,17793.45,17465.68,17776.91
7/6/2015,17728.08,17734.36,17564.36,17683.58
7/2/2015,17763.32,17825.49,17687.52,17730.11
7/1/2015,17638.12,17801.83,17638.12,17757.91
6/30/2015,17599.96,17714.66,17576.5,17619.51
6/29/2015,17936.74,17936.74,17590.55,17596.35
6/26/2015,17892.03,18013.15,17892.03,17946.68
6/25/2015,17977.11,18036.1,17890.36,17890.36
6/24/2015,18139.1,18139.1,17966.07,17966.07
6/23/2015,18121.78,18188.81,18108.1,18144.07
6/22/2015,18027.63,18181.67,18027.63,18119.78
6/19/2015,18116.24,18117.71,18010.58,18015.95
6/18/2015,17944.61,18174.73,17944.61,18115.84
6/17/2015,17909.58,17998,17839.65,17935.74
6/16/2015,17787.43,17919.62,17774.12,17904.48
6/15/2015,17890.76,17890.76,17698.42,17791.17
6/12/2015,18035.83,18035.83,17857.07,17898.84
6/11/2015,18001.27,18109.77,18001.27,18039.37
6/10/2015,17765.38,18045.14,17765.38,18000.4
6/9/2015,17766.95,17817.83,17714.97,17764.04
6/8/2015,17849.46,17852.35,17760.61,17766.55
6/5/2015,17905.38,17940.78,17822.9,17849.46
6/4/2015,18072.47,18087.15,17876.95,17905.58
6/3/2015,18018.42,18168.09,18010.42,18076.27
6/2/2015,18033.33,18091.87,17925.33,18011.94
6/1/2015,18017.82,18105.83,17982.06,18040.37
5/29/2015,18128.12,18128.12,17967.74,18010.68
5/28/2015,18154.14,18154.14,18066.4,18126.12
5/27/2015,18045.08,18190.35,18045.08,18162.99
5/26/2015,18229.75,18229.75,17990.02,18041.54
5/22/2015,18286.87,18286.87,18217.14,18232.02
5/21/2015,18285.87,18314.89,18249.9,18285.74
5/20/2015,18315.06,18350.13,18272.56,18285.4
5/19/2015,18300.48,18351.36,18261.35,18312.39
5/18/2015,18267.25,18325.54,18244.26,18298.88
5/15/2015,18251.97,18272.72,18215.07,18272.56
5/14/2015,18062.49,18255.21,18062.49,18252.24
5/13/2015,18070.37,18132.79,18039.2,18060.49
5/12/2015,18096.16,18119.18,17924.8,18068.23
5/11/2015,18187.78,18199.95,18089.11,18105.17
5/8/2015,17933.64,18205.23,17933.64,18191.11
5/7/2015,17840.25,17973.07,17796.94,17924.06
5/6/2015,17934.81,18019.75,17733.12,17841.98
5/5/2015,18062.53,18086.01,17905.71,17928.2
5/4/2015,18026.02,18133.76,18026.02,18070.4
5/1/2015,17859.27,18028.89,17859.27,18024.06
4/30/2015,18033.33,18033.33,17774.89,17840.52
4/29/2015,18093.69,18096.46,17953.69,18035.53
4/28/2015,18035.9,18119.65,17917.36,18110.14
4/27/2015,18097.89,18175.56,18024.66,18037.97
4/24/2015,18056.42,18108.87,18009.08,18080.14
4/23/2015,18031.9,18133.03,17966.77,18058.69
4/22/2015,17950.82,18056.02,17887.76,18038.27
4/21/2015,18034.23,18109.7,17929.63,17949.59
4/20/2015,17841.18,18092.22,17841.18,18034.93
4/17/2015,18102.56,18102.56,17748.53,17826.3
4/16/2015,18106.27,18169.26,18063.86,18105.77
4/15/2015,18045.71,18160.52,18045.71,18112.61
4/14/2015,17979.11,18075.6,17905.48,18036.7
4/13/2015,18052.32,18107.57,17974.81,17977.04
4/10/2015,17956.73,18066.76,17945.55,18057.65
4/9/2015,17897.7,17984.22,17823.1,17958.73
4/8/2015,17877.62,17976.2,17822.23,17902.51
4/7/2015,17884.32,17983.12,17871.21,17875.42
4/6/2015,17755.5,17941.79,17646.8,17880.85
4/2/2015,17699.52,17815.03,17673.49,17763.24
4/1/2015,17778.52,17778.52,17585.01,17698.18
3/31/2015,17965.37,17965.37,17773.02,17776.12
3/30/2015,17727.48,18008.64,17727.48,17976.31
3/27/2015,17673.63,17729.14,17630.49,17712.66
3/26/2015,17716.27,17759.51,17579.27,17678.23
3/25/2015,18012.61,18041.97,17718.54,17718.54
3/24/2015,18110.87,18149.24,18010.44,18011.14
3/23/2015,18136.73,18205.93,18116.04,18116.04
3/20/2015,17961.13,18197.29,17961.13,18127.65
3/19/2015,18072.58,18072.99,17934.24,17959.03
3/18/2015,17846.8,18097.12,17697.52,18076.19
3/17/2015,17972.22,17972.22,17785.79,17849.08
3/16/2015,17751.24,17988.5,17751.24,17977.42
3/13/2015,17889.05,17889.05,17629.89,17749.31
3/12/2015,17626.84,17900.1,17620.49,17895.22
3/11/2015,17662.94,17731.78,17627,17635.39
3/10/2015,17989.56,17989.56,17662.94,17662.94
3/9/2015,17856.56,18031.04,17856.56,17995.72
3/6/2015,18135.72,18135.72,17825.15,17856.78
3/5/2015,18096.9,18160.35,18087.65,18135.72
3/4/2015,18203.37,18203.37,18029.5,18096.9
3/3/2015,18281.95,18281.95,18136.88,18203.37
3/2/2015,18134.05,18288.63,18122.59,18288.63
2/27/2015,18213.26,18213.26,18132.38,18132.7
2/26/2015,18224.41,18239.43,18157.07,18214.42
2/25/2015,18208.67,18244.38,18182.76,18224.57
2/24/2015,18112.57,18231.09,18098.73,18209.19
2/23/2015,18140.76,18141.21,18054.84,18116.84
2/20/2015,17985.77,18144.29,17878.37,18140.44
2/19/2015,18028.67,18028.67,17924.6,17985.77
2/18/2015,18045.72,18048.7,17982.2,18029.85
2/17/2015,18019.8,18052.01,17951.41,18047.58
2/13/2015,17968.65,18037.41,17961.76,18019.35
2/12/2015,17862.14,17975.65,17862.14,17972.38
2/11/2015,17867.86,17897.21,17759.65,17862.14
2/10/2015,17736.15,17890.34,17729.24,17868.76
2/9/2015,17821.49,17821.49,17685.32,17729.21
2/6/2015,17881.54,17951.09,17764.4,17824.29
2/5/2015,17677.26,17889.58,17677.26,17884.88
2/4/2015,17664.99,17782.22,17603.21,17673.02
2/3/2015,17369.97,17670.76,17369.97,17666.4
2/2/2015,17169.99,17367.68,17037.76,17361.04
1/30/2015,17416.85,17419.9,17156.82,17164.95
1/29/2015,17195.29,17433.13,17136.3,17416.85
1/28/2015,17402.91,17484.41,17189,17191.37
1/27/2015,17638.53,17638.53,17288.31,17387.21
1/26/2015,17668.11,17696.36,17567.6,17678.7
1/23/2015,17812.5,17812.5,17667.53,17672.6
1/22/2015,17557.29,17840.89,17482.54,17813.98
1/21/2015,17509.96,17599.58,17396.04,17554.28
1/20/2015,17516.96,17588.7,17346.73,17515.23
1/16/2015,17320,17528.37,17243.55,17511.57
1/15/2015,17436.3,17517.41,17298.04,17320.71
1/14/2015,17609.06,17609.06,17264.9,17427.09
1/13/2015,17645.02,17923.01,17498.23,17613.68
1/12/2015,17742.05,17793.88,17571.58,17640.84
1/9/2015,17911.02,17915.32,17686.09,17737.37
1/8/2015,17591.97,17916.04,17591.97,17907.87
1/7/2015,17374.78,17597.08,17374.78,17584.52
1/6/2015,17504.18,17581.05,17262.37,17371.64
1/5/2015,17821.3,17821.3,17475.93,17501.65
1/2/2015,17823.07,17951.78,17731.3,17832.99
12/31/2014,17987.66,18043.22,17820.88,17823.07
12/30/2014,18035.02,18035.02,17959.7,17983.07
12/29/2014,18046.58,18073.04,18021.57,18038.23
12/26/2014,18038.3,18103.45,18038.3,18053.71
12/24/2014,18035.73,18086.24,18027.78,18030.21
12/23/2014,17971.51,18069.22,17970.16,18024.17
12/22/2014,17812.25,17962.78,17812.25,17959.44
12/19/2014,17778.02,17874.03,17746.55,17804.8
12/18/2014,17367.85,17778.4,17367.85,17778.15
12/17/2014,17069.16,17389.3,17069.16,17356.87
12/16/2014,17173.07,17427.44,17067.59,17068.87
12/15/2014,17285.74,17403.54,17115.28,17180.84
12/12/2014,17590.05,17590.05,17280.83,17280.83
12/11/2014,17534.3,17758.51,17534.3,17596.34
12/10/2014,17797.99,17797.99,17508.1,17533.15
12/9/2014,17847.37,17847.37,17629.57,17801.2
12/8/2014,17954.94,17960.56,17804.28,17852.48
12/5/2014,17903.05,17991.19,17903.05,17958.79
12/4/2014,17910.02,17937.96,17814.81,17900.1
12/3/2014,17880.9,17924.15,17855.59,17912.62
12/2/2014,17778.85,17897.05,17778.85,17879.55
12/1/2014,17827.27,17827.27,17726.55,17776.8
11/28/2014,17830.55,17893.42,17807.78,17828.24
11/26/2014,17812.25,17833.76,17791.16,17827.75
11/25/2014,17819.05,17854.73,17790.89,17814.94
11/24/2014,17812.63,17855.27,17793.19,17817.9
11/21/2014,17721.02,17894.83,17721.02,17810.06
11/20/2014,17677.32,17720.44,17603.89,17719
11/19/2014,17685.51,17712.26,17624.5,17685.73
11/18/2014,17643.09,17735.71,17642.03,17687.82
11/17/2014,17631.85,17675.07,17606.81,17647.75
11/14/2014,17653.11,17664.15,17613.2,17634.74
11/13/2014,17618.69,17705.48,17583.88,17652.79
11/12/2014,17604.75,17626.71,17536.17,17612.2
